Name,Year,Theme,Theme_Group,Category,Pieces,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price,Theme_ID,Theme_Group_ID,Category_ID,Age_of_Set,Price_per_Piece,Age_to_Price_Ratio,Theme_Quantity_Interaction,Price_Elasticity,Profit_Margin,Relative_Quantity,Lag_Total_Quantity,Lag_Current_Price
Demogorgon & Eleven,2022,BrickHeadz,Licensed,Normal,192.0,3090.0,4.3,19.99,79.0,39.99,4,4.0,2,2.0,0.10411458333333333,0.10005002501250626,316.0,2.0005002501250626,20.000000000000004,0.002399101096298096,4.0,19.99
Chip & Dale,2022,BrickHeadz,Licensed,Normal,226.0,3210.0,4.2,19.99,2.0,29.0,4,4.0,2,2.0,0.08845132743362831,0.10005002501250626,8.0,1.4507253626813408,9.010000000000002,6.073673661514167e-05,79.0,39.99
Buzz Lightyear,2022,BrickHeadz,Licensed,Normal,114.0,4173.0,4.0,9.99,5.0,9.99,4,4.0,2,2.0,0.08763157894736842,0.20020020020020018,20.0,1.0,0.0,0.00015184184153785418,2.0,29.0
Woody and Bo Peep,2022,BrickHeadz,Licensed,Normal,296.0,3137.0,4.3,19.99,2.0,19.99,4,4.0,2,2.0,0.06753378378378377,0.10005002501250626,8.0,1.0,0.0,6.073673661514167e-05,5.0,9.99
Jake Sully & his Avatar,2022,BrickHeadz,Licensed,Normal,246.0,1364.0,0.0,19.99,1.0,24.99,4,4.0,2,2.0,0.08126016260162601,0.10005002501250626,4.0,1.2501250625312657,5.0,3.0368368307570834e-05,2.0,19.99
Mythica,2022,Promotional,Miscellaneous,Normal,510.0,306.0,0.0,29.99,1.0,58.99,32,5.0,2,2.0,0.058803921568627446,0.06668889629876626,5.0,1.9669889963321108,29.000000000000004,3.0368368307570834e-05,1.0,24.99
Defense of Hoth,2022,Star Wars,Licensed,Normal,64.0,8123.0,3.8,14.99,48.0,11.99,35,4.0,2,2.0,0.23421875,0.133422281521014,192.0,0.799866577718479,-3.0,0.0014576816787634,1.0,58.99
Clone Trooper Command Station,2022,Star Wars,Licensed,Normal,66.0,7702.0,4.0,14.99,483.0,22.0,35,4.0,2,2.0,0.2271212121212121,0.133422281521014,1932.0,1.467645096731154,7.01,0.014667921892556713,48.0,11.99
Road Runner & Wile E. Coyote,2022,BrickHeadz,Licensed,Normal,205.0,4185.0,4.0,19.99,8.0,19.99,4,4.0,2,2.0,0.09751219512195121,0.10005002501250626,32.0,1.0,0.0,0.00024294694646056667,483.0,22.0
Pencil Holder,2022,Dots,Art and crafts,Normal,476.0,571.0,0.0,29.99,26.0,0.7466,12,1.0,2,2.0,0.06300420168067226,0.06668889629876626,26.0,0.024894964988329445,-29.243399999999998,0.0007895775759968417,8.0,19.99
Mystic Witch,2022,Creator,Model making,Normal,257.0,3847.0,3.7,29.99,95.0,14.9405,8,6.0,2,2.0,0.11669260700389104,0.06668889629876626,570.0,0.49818272757585863,-15.049499999999998,0.002884994989219229,26.0,0.7466
Tribute to LEGO House,2022,Promotional,Miscellaneous,Normal,583.0,6184.0,4.1,29.99,156.0,18.0854,32,5.0,2,2.0,0.05144082332761578,0.06668889629876626,780.0,0.6030476825608536,-11.904599999999999,0.00473746545598105,95.0,14.9405
Winter Elves Scene,2022,Seasonal,Miscellaneous,Normal,372.0,6994.0,3.9,29.99,275.0,14.0,33,5.0,2,2.0,0.08061827956989247,0.06668889629876626,1375.0,0.4668222740913638,-15.989999999999998,0.00835130128458198,156.0,18.0854
Santa's Workshop,2022,Seasonal,Miscellaneous,Normal,329.0,4797.0,3.9,29.99,231.0,28.5,33,5.0,2,2.0,0.09115501519756838,0.06668889629876626,1155.0,0.9503167722574192,-1.4899999999999984,0.007015093079048863,275.0,14.0
Ray the Castaway,2022,Ideas,Miscellaneous,Normal,239.0,8454.0,4.4,29.99,308.0,30.0,20,5.0,2,2.0,0.12548117154811714,0.06668889629876626,1540.0,1.000333444481494,0.010000000000001563,0.009353457438731817,231.0,28.5
Forest Hideout,2022,Icons,Model making,Normal,258.0,10485.0,4.3,29.99,310.0,36.9089,19,6.0,2,2.0,0.11624031007751938,0.06668889629876626,1860.0,1.230706902300767,6.918900000000004,0.009414194175346958,308.0,30.0
London Postcard,2022,Creator,Model making,Normal,277.0,1533.0,0.0,14.99,2.0,29.0,8,6.0,2,2.0,0.054115523465703974,0.133422281521014,12.0,1.934623082054703,14.01,6.073673661514167e-05,310.0,36.9089
Halloween Cat and Mouse,2022,Seasonal,Miscellaneous,Normal,328.0,2327.0,4.5,12.99,23.0,24.3254,33,5.0,2,2.0,0.039603658536585366,0.15396458814472672,115.0,1.8726250962278674,11.335399999999998,0.0006984724710741291,2.0,29.0
Wintertime Polar Bears,2022,Seasonal,Miscellaneous,Normal,312.0,2770.0,3.9,12.99,9.0,18.79,33,5.0,2,2.0,0.04163461538461539,0.15396458814472672,45.0,1.4464973056197075,5.799999999999999,0.0002733153147681375,23.0,24.3254
Penguin & Snowflake,2022,Seasonal,Miscellaneous,Normal,139.0,1790.0,4.2,9.99,27.0,18.5907,33,5.0,2,2.0,0.0718705035971223,0.20020020020020018,135.0,1.8609309309309308,8.600699999999998,0.0008199459443044125,9.0,18.79
Christmas Tree,2022,Seasonal,Miscellaneous,Normal,784.0,4721.0,4.1,44.99,8.0,35.93,33,5.0,2,2.0,0.057385204081632654,0.04445432318292954,40.0,0.7986219159813291,-9.060000000000002,0.00024294694646056667,27.0,18.5907
LEGO Brand Store,2022,Promotional,Miscellaneous,Normal,541.0,2091.0,3.9,36.99,27.0,44.99,32,5.0,2,2.0,0.06837338262476896,0.05406866720735334,135.0,1.2162746688294133,8.0,0.0008199459443044125,8.0,35.93
Hogwarts: Grand Staircase,2022,Harry Potter,Licensed,Normal,224.0,3714.0,4.3,29.99,77.0,49.1815,17,4.0,2,2.0,0.13388392857142856,0.06668889629876626,308.0,1.6399299766588864,19.1915,0.0023383643596829543,27.0,44.99
Sandwich Shop,2022,City,Modern day,Normal,110.0,1914.0,3.7,29.99,1.0,50.0,5,7.0,2,2.0,0.2726363636363636,0.06668889629876626,7.0,1.6672224074691564,20.01,3.0368368307570834e-05,77.0,49.1815
Eiffel's Apartment,2022,Icons,Model making,Normal,228.0,1753.0,0.0,29.99,52.0,55.099,19,6.0,2,2.0,0.13153508771929823,0.06668889629876626,312.0,1.8372457485828608,25.108999999999998,0.0015791551519936833,1.0,50.0
Beijing Postcard,2022,Creator,Model making,Normal,274.0,1286.0,0.0,14.99,1.0,24.95,8,6.0,2,2.0,0.054708029197080295,0.133422281521014,6.0,1.6644429619746497,9.959999999999999,3.0368368307570834e-05,52.0,55.099
Turtle Protection Vehicle,2022,Friends,Modern day,Normal,90.0,1129.0,0.0,9.99,5.0,5.5,16,7.0,2,2.0,0.111,0.20020020020020018,35.0,0.5505505505505506,-4.49,0.00015184184153785418,1.0,24.95
Street Food Market,2022,Friends,Modern day,Normal,592.0,885.0,4.2,49.99,2.0,49.99,16,7.0,2,2.0,0.08444256756756757,0.040008001600320066,14.0,1.0,0.0,6.073673661514167e-05,5.0,5.5
Canal Houseboat,2022,Friends,Modern day,Normal,737.0,778.0,0.0,79.99,2.0,57.99,16,7.0,2,2.0,0.10853459972862957,0.025003125390673835,14.0,0.7249656207025879,-21.999999999999993,6.073673661514167e-05,2.0,49.99
Friendship Tree House,2022,Friends,Modern day,Normal,1114.0,1465.0,4.3,79.99,6.0,61.191,16,7.0,2,2.0,0.07180430879712746,0.025003125390673835,42.0,0.7649831228903614,-18.798999999999992,0.000182210209845425,2.0,57.99
Main Street Building,2022,Friends,Modern day,Normal,1682.0,833.0,0.0,159.99,2.0,127.553,16,7.0,2,2.0,0.09511890606420928,0.012500781298831176,14.0,0.7972560785049065,-32.43700000000001,6.073673661514167e-05,6.0,61.191
Friends Advent Calendar,2022,Friends,Modern day,Normal,312.0,912.0,0.0,34.99,1.0,27.99,16,7.0,2,2.0,0.11214743589743591,0.057159188339525574,7.0,0.7999428408116603,-7.0000000000000036,3.0368368307570834e-05,2.0,127.553
Vacation Beach House,2022,Friends,Modern day,Normal,686.0,383.0,0.0,79.99,1.0,55.913,16,7.0,2,2.0,0.11660349854227404,0.025003125390673835,7.0,0.6989998749843731,-24.076999999999998,3.0368368307570834e-05,1.0,27.99
Surfer Beach Fun,2022,Friends,Modern day,Normal,288.0,311.0,0.0,39.99,1.0,20.0,16,7.0,2,2.0,0.13885416666666667,0.05001250312578144,7.0,0.5001250312578144,-19.990000000000002,3.0368368307570834e-05,1.0,55.913
Emma's Art School,2022,Friends,Modern day,Normal,844.0,941.0,0.0,69.99,5.0,57.289,16,7.0,2,2.0,0.08292654028436018,0.028575510787255325,35.0,0.8185312187455351,-12.700999999999993,0.00015184184153785418,1.0,20.0
Recycling Truck,2022,Friends,Modern day,Normal,259.0,790.0,0.0,19.99,5.0,21.0,16,7.0,2,2.0,0.07718146718146718,0.10005002501250626,35.0,1.0505252626313157,1.0100000000000016,0.00015184184153785418,5.0,57.289
Andrea's Theatre School,2022,Friends,Modern day,Normal,1154.0,1025.0,0.0,99.99,1.0,62.2334,16,7.0,2,2.0,0.08664644714038128,0.020002000200020003,7.0,0.6223962396239625,-37.75659999999999,3.0368368307570834e-05,5.0,21.0
Stephanie's Sailing Adventure,2022,Friends,Modern day,Normal,304.0,345.0,0.0,39.99,1.0,39.97,16,7.0,2,2.0,0.13154605263157895,0.05001250312578144,7.0,0.9994998749687422,-0.020000000000003126,3.0368368307570834e-05,1.0,62.2334
Mia's Wildlife Rescue,2022,Friends,Modern day,Normal,430.0,595.0,0.0,49.99,1.0,41.83,16,7.0,2,2.0,0.11625581395348837,0.040008001600320066,7.0,0.8367673534706941,-8.160000000000004,3.0368368307570834e-05,1.0,39.97
Pet Day-Care Center,2022,Friends,Modern day,Normal,593.0,295.0,0.0,69.99,1.0,46.791,16,7.0,2,2.0,0.11802698145025295,0.028575510787255325,7.0,0.6685383626232319,-23.198999999999998,3.0368368307570834e-05,1.0,41.83
Organic Farm ,2022,Friends,Modern day,Normal,826.0,214.0,0.0,89.99,1.0,58.5726,16,7.0,2,2.0,0.10894673123486683,0.022224691632403603,7.0,0.6508789865540616,-31.417399999999994,3.0368368307570834e-05,1.0,46.791
Into the Deep Bracelets with Charms,2022,Dots,Art and crafts,Normal,36.0,493.0,0.0,5.99,57.0,2.85,12,1.0,2,2.0,0.1663888888888889,0.333889816360601,57.0,0.4757929883138564,-3.14,0.0017309969935315375,1.0,58.5726
Gamer Bracelet with Charms,2022,Dots,Art and crafts,Normal,37.0,448.0,0.0,5.99,33.0,2.85,12,1.0,2,2.0,0.1618918918918919,0.333889816360601,33.0,0.4757929883138564,-3.14,0.0010021561541498376,57.0,2.85
Candy Kitty Bracelet & Bag Tag,2022,Dots,Art and crafts,Normal,188.0,303.0,0.0,14.99,7.0,14.97,12,1.0,2,2.0,0.07973404255319148,0.133422281521014,7.0,0.9986657771847899,-0.019999999999999574,0.00021257857815299585,33.0,2.85
Extra DOTS - Series 6,2022,Dots,Art and crafts,Normal,118.0,1642.0,3.5,3.99,21.0,3.95,12,1.0,2,2.0,0.0338135593220339,0.5012531328320802,21.0,0.9899749373433584,-0.040000000000000036,0.0006377357344589875,7.0,14.97
Lots of DOTS - Lettering,2022,Dots,Art and crafts,Normal,722.0,884.0,3.6,19.99,1.0,20.0,12,1.0,2,2.0,0.02768698060941828,0.10005002501250626,1.0,1.0005002501250626,0.010000000000001563,3.0368368307570834e-05,21.0,3.95
Big Message Board,2022,Dots,Art and crafts,Normal,943.0,1105.0,0.0,39.99,5.0,35.7,12,1.0,2,2.0,0.04240721102863203,0.05001250312578144,5.0,0.8927231807951989,-4.289999999999999,0.00015184184153785418,1.0,20.0
Rainbow Bracelet with Charms,2022,Dots,Art and crafts,Normal,37.0,249.0,0.0,5.99,1.0,6.6817,12,1.0,2,2.0,0.1618918918918919,0.333889816360601,1.0,1.115475792988314,0.6917,3.0368368307570834e-05,5.0,35.7
Stitch-on Patch,2022,Dots,Art and crafts,Normal,95.0,444.0,0.0,5.99,1.0,4.893,12,1.0,2,2.0,0.06305263157894737,0.333889816360601,1.0,0.8168614357262103,-1.0970000000000004,3.0368368307570834e-05,1.0,6.6817
Extra DOTS Series 7 - Sport,2022,Dots,Art and crafts,Normal,115.0,1056.0,3.5,3.99,4.0,5.0,12,1.0,2,2.0,0.034695652173913044,0.5012531328320802,4.0,1.2531328320802004,1.0099999999999998,0.00012147347323028334,1.0,4.893
Big Box,2022,Dots,Art and crafts,Normal,479.0,223.0,0.0,34.99,1.0,21.0,12,1.0,2,2.0,0.07304801670146138,0.057159188339525574,1.0,0.6001714775650185,-13.990000000000002,3.0368368307570834e-05,4.0,5.0
Mickey Mouse & Minnie Mouse Stitch-on Patch,2022,Dots,Art and crafts,Normal,95.0,410.0,0.0,5.99,1.0,2.4,12,1.0,2,2.0,0.06305263157894737,0.333889816360601,1.0,0.40066777963272115,-3.5900000000000003,3.0368368307570834e-05,1.0,21.0
The Batman -  Batmobile,2022,Technic,Technical,Normal,1360.0,3384.0,4.0,99.99,3.0,75.0,38,9.0,2,2.0,0.07352205882352941,0.020002000200020003,27.0,0.7500750075007501,-24.989999999999995,9.11051049227125e-05,1.0,2.4
Chopper,2022,Technic,Technical,Normal,163.0,3083.0,4.3,12.99,2.0,12.0,38,9.0,2,2.0,0.07969325153374233,0.15396458814472672,18.0,0.9237875288683602,-0.9900000000000002,6.073673661514167e-05,3.0,75.0
Telehandler,2022,Technic,Technical,Normal,143.0,2185.0,3.9,12.99,4.0,12.5049,38,9.0,2,2.0,0.09083916083916084,0.15396458814472672,36.0,0.9626558891454965,-0.485100000000001,0.00012147347323028334,2.0,12.0
Monster Jam Megalodon,2022,Technic,Technical,Normal,260.0,2421.0,3.9,19.99,3.0,20.7899,38,9.0,2,2.0,0.07688461538461538,0.10005002501250626,27.0,1.040015007503752,0.7999000000000009,9.11051049227125e-05,4.0,12.5049
Monster Jam El Toro Loco,2022,Technic,Technical,Normal,247.0,1821.0,3.7,19.99,1.0,14.99,38,9.0,2,2.0,0.08093117408906882,0.10005002501250626,9.0,0.7498749374687345,-4.999999999999998,3.0368368307570834e-05,3.0,20.7899
John Deere 9620R 4WD Tractor,2022,Technic,Technical,Normal,390.0,2423.0,4.4,34.99,1.0,24.7414,38,9.0,2,2.0,0.08971794871794872,0.057159188339525574,9.0,0.707099171191769,-10.248600000000003,3.0368368307570834e-05,1.0,14.99
Formula E Porsche 99x Electric,2022,Technic,Technical,Normal,422.0,1860.0,4.1,49.99,1.0,26.0273,38,9.0,2,2.0,0.11845971563981043,0.040008001600320066,9.0,0.5206501300260052,-23.9627,3.0368368307570834e-05,1.0,24.7414
Ford Mustang Shelby GT500,2022,Technic,Technical,Normal,544.0,3256.0,4.0,49.99,2.0,48.5263,38,9.0,2,2.0,0.09189338235294119,0.040008001600320066,18.0,0.9707201440288057,-1.4637000000000029,6.073673661514167e-05,1.0,26.0273
All-Terrain Vehicle,2022,Technic,Technical,Normal,764.0,1195.0,4.3,89.99,5.0,57.99,38,9.0,2,2.0,0.11778795811518324,0.022224691632403603,45.0,0.6444049338815424,-31.999999999999993,0.00015184184153785418,2.0,48.5263
App-Controlled Transformation Vehicle,2022,Technic,Technical,Normal,772.0,1026.0,0.0,149.99,8.0,99.0,38,9.0,2,2.0,0.1942875647668394,0.013334222281485432,72.0,0.6600440029335288,-50.99000000000001,0.00024294694646056667,5.0,57.99
McLaren Formula 1 Race Car,2022,Technic,Technical,Normal,1432.0,3226.0,4.3,199.99,5.0,130.0,38,9.0,2,2.0,0.1396578212290503,0.01000050002500125,45.0,0.6500325016250812,-69.99000000000001,0.00015184184153785418,8.0,99.0
Ferrari Daytona SP3,2022,Technic,Technical,Normal,3778.0,3186.0,4.3,449.99,2.0,425.0,38,9.0,2,2.0,0.1191079936474325,0.004444543212071379,18.0,0.9444654325651681,-24.99000000000001,6.073673661514167e-05,5.0,130.0
Material Handler,2022,Technic,Technical,Normal,835.0,801.0,0.0,149.99,1.0,100.79,38,9.0,2,2.0,0.17962874251497007,0.013334222281485432,9.0,0.6719781318754584,-49.2,3.0368368307570834e-05,2.0,425.0
Airbus H175 Rescue Helicopter,2022,Technic,Technical,Normal,2001.0,1430.0,4.5,209.99,3.0,147.8689,38,9.0,2,2.0,0.10494252873563219,0.009524263060145722,27.0,0.7041711510071907,-62.12110000000001,9.11051049227125e-05,1.0,100.79
Anna's Castle Courtyard,2022,Disney,Licensed,Normal,74.0,1124.0,0.0,9.99,1.0,5.05,11,4.0,2,2.0,0.135,0.20020020020020018,4.0,0.5055055055055054,-4.94,3.0368368307570834e-05,3.0,147.8689
Elsa's Castle Courtyard,2022,Disney,Licensed,Normal,53.0,934.0,0.0,9.99,2.0,11.4,11,4.0,2,2.0,0.18849056603773584,0.20020020020020018,8.0,1.1411411411411412,1.4100000000000001,6.073673661514167e-05,1.0,5.05
"Aurora, Merida and Tiana's Enchanted Creations",2022,Disney,Licensed,Normal,558.0,417.0,0.0,69.99,2.0,43.0,11,4.0,2,2.0,0.12543010752688172,0.028575510787255325,8.0,0.6143734819259895,-26.989999999999995,6.073673661514167e-05,2.0,11.4
Ultimate Adventure Castle,2022,Disney,Licensed,Normal,698.0,401.0,0.0,99.99,3.0,74.99,11,4.0,2,2.0,0.14325214899713468,0.020002000200020003,12.0,0.7499749974997499,-25.0,9.11051049227125e-05,2.0,43.0
Jasmine and Mulan's Adventure,2022,Disney,Licensed,Normal,176.0,650.0,0.0,44.99,2.0,28.4525,11,4.0,2,2.0,0.255625,0.04445432318292954,8.0,0.6324183151811513,-16.5375,6.073673661514167e-05,3.0,74.99
Elsa and the Nokk's Ice Stable,2022,Disney,Licensed,Normal,53.0,555.0,0.0,14.99,3.0,10.0,11,4.0,2,2.0,0.2828301886792453,0.133422281521014,12.0,0.66711140760507,-4.99,9.11051049227125e-05,2.0,28.4525
Police Car,2022,City,Modern day,Normal,94.0,3025.0,4.0,9.99,8.0,8.0,5,7.0,2,2.0,0.10627659574468086,0.20020020020020018,56.0,0.8008008008008007,-1.9900000000000002,0.00024294694646056667,3.0,10.0
Space Ride Amusement Truck,2022,City,Modern day,Normal,433.0,1182.0,0.0,49.99,3.0,35.991,5,7.0,2,2.0,0.11545034642032333,0.040008001600320066,21.0,0.7199639927985597,-13.999000000000002,9.11051049227125e-05,8.0,8.0
Ice Cream Truck Police Chase,2022,City,Modern day,Normal,317.0,2188.0,3.8,39.99,2.0,25.5,5,7.0,2,2.0,0.12615141955835962,0.05001250312578144,14.0,0.6376594148537134,-14.490000000000002,6.073673661514167e-05,3.0,35.991
Police Station,2022,City,Modern day,Normal,668.0,1056.0,4.0,69.99,3.0,30.0,5,7.0,2,2.0,0.1047754491017964,0.028575510787255325,21.0,0.42863266180882986,-39.989999999999995,9.11051049227125e-05,2.0,25.5
Police Chase at the Bank,2022,City,Modern day,Normal,915.0,592.0,0.0,99.99,1.0,91.3458,5,7.0,2,2.0,0.10927868852459016,0.020002000200020003,7.0,0.9135493549354936,-8.644199999999998,3.0368368307570834e-05,3.0,30.0
Race Car,2022,City,Modern day,Normal,46.0,1779.0,3.6,9.99,1.0,9.0,5,7.0,2,2.0,0.21717391304347827,0.20020020020020018,7.0,0.9009009009009009,-0.9900000000000002,3.0368368307570834e-05,1.0,91.3458
Stunt Plane,2022,City,Modern day,Normal,59.0,1350.0,3.6,9.99,2.0,7.5,5,7.0,2,2.0,0.16932203389830508,0.20020020020020018,14.0,0.7507507507507507,-2.49,6.073673661514167e-05,1.0,9.0
Mobile Crane,2022,City,Modern day,Normal,340.0,3784.0,4.3,39.99,6.0,23.49,5,7.0,2,2.0,0.11761764705882354,0.05001250312578144,42.0,0.5873968492123031,-16.500000000000004,0.000182210209845425,2.0,7.5
Cement Mixer Truck,2022,City,Modern day,Normal,85.0,1233.0,3.6,19.99,26.0,19.99,5,7.0,2,2.0,0.23517647058823526,0.10005002501250626,182.0,1.0,0.0,0.0007895775759968417,6.0,23.49
Picnic in the Park,2022,City,Modern day,Normal,147.0,4321.0,4.2,19.99,5.0,15.0,5,7.0,2,2.0,0.13598639455782313,0.10005002501250626,35.0,0.750375187593797,-4.989999999999998,0.00015184184153785418,26.0,19.99
Horse Transporter,2022,City,Modern day,Normal,196.0,2139.0,4.1,29.99,1.0,16.6,5,7.0,2,2.0,0.15301020408163266,0.06668889629876626,7.0,0.55351783927976,-13.389999999999997,3.0368368307570834e-05,5.0,15.0
Beach Lifeguard Station,2022,City,Modern day,Normal,211.0,2633.0,3.9,39.99,3.0,24.0,5,7.0,2,2.0,0.1895260663507109,0.05001250312578144,21.0,0.6001500375093773,-15.990000000000002,9.11051049227125e-05,1.0,16.6
School Day,2022,City,Modern day,Normal,433.0,1674.0,3.7,69.99,5.0,56.1,5,7.0,2,2.0,0.16163972286374131,0.028575510787255325,35.0,0.8015430775825119,-13.889999999999993,0.00015184184153785418,3.0,24.0
Hospital,2022,City,Modern day,Normal,816.0,1688.0,4.2,119.99,4.0,101.98,5,7.0,2,2.0,0.14704656862745097,0.016668055671305942,28.0,0.8499041586798901,-18.00999999999999,0.00012147347323028334,5.0,56.1
Touring Stunt Bike,2022,City,Modern day,Normal,10.0,1861.0,4.1,7.99,21.0,10.0,5,7.0,2,2.0,0.799,0.2503128911138924,147.0,1.2515644555694618,2.01,0.0006377357344589875,4.0,101.98
Reckless Scorpion Stunt Bike,2022,City,Modern day,Normal,15.0,1935.0,3.8,7.99,3.0,7.25,5,7.0,2,2.0,0.5326666666666667,0.2503128911138924,21.0,0.9073842302878597,-0.7400000000000002,9.11051049227125e-05,21.0,10.0
Bathtub Stunt Bike,2022,City,Modern day,Normal,14.0,5407.0,4.3,7.99,7.0,9.99,5,7.0,2,2.0,0.5707142857142857,0.2503128911138924,49.0,1.2503128911138923,2.0,0.00021257857815299585,3.0,7.25
Train Station,2022,City,Modern day,Normal,907.0,1731.0,4.5,99.99,5.0,65.0,5,7.0,2,2.0,0.1102425578831312,0.020002000200020003,35.0,0.6500650065006501,-34.989999999999995,0.00015184184153785418,7.0,9.99
Freight Train,2022,City,Modern day,Normal,1153.0,1162.0,0.0,199.99,2.0,145.0,5,7.0,2,2.0,0.17345186470078058,0.01000050002500125,14.0,0.7250362518125906,-54.99000000000001,6.073673661514167e-05,5.0,65.0
Express Passenger Train,2022,City,Modern day,Normal,764.0,1840.0,4.4,189.99,1.0,145.0,5,7.0,2,2.0,0.2486780104712042,0.010526869835254487,7.0,0.7631980630559503,-44.99000000000001,3.0368368307570834e-05,2.0,145.0
The Knockdown Stunt Challenge,2022,City,Modern day,Normal,117.0,760.0,0.0,34.99,1.0,16.644,5,7.0,2,2.0,0.2990598290598291,0.057159188339525574,7.0,0.4756787653615318,-18.346000000000004,3.0368368307570834e-05,1.0,145.0
Chicken Henhouse,2022,City,Modern day,Normal,101.0,3716.0,3.9,9.99,2.0,12.0,5,7.0,2,2.0,0.09891089108910892,0.20020020020020018,14.0,1.2012012012012012,2.01,6.073673661514167e-05,1.0,16.644
Farmers Market Van,2022,City,Modern day,Normal,310.0,4283.0,4.3,44.99,11.0,29.8,5,7.0,2,2.0,0.14512903225806453,0.04445432318292954,77.0,0.6623694154256501,-15.190000000000001,0.0003340520513832792,2.0,12.0
Barn & Farm Animals,2022,City,Modern day,Normal,230.0,2726.0,3.9,69.99,3.0,45.0,5,7.0,2,2.0,0.30430434782608695,0.028575510787255325,21.0,0.6429489927132448,-24.989999999999995,9.11051049227125e-05,11.0,29.8
Grocery Store,2022,City,Modern day,Normal,404.0,2705.0,4.0,69.99,11.0,79.95,5,7.0,2,2.0,0.17324257425742573,0.028575510787255325,77.0,1.1423060437205317,9.960000000000008,0.0003340520513832792,3.0,45.0
Lunar Roving Vehicle,2022,City,Modern day,Normal,275.0,2397.0,4.4,39.99,2.0,18.0,5,7.0,2,2.0,0.14541818181818184,0.05001250312578144,14.0,0.450112528132033,-21.990000000000002,6.073673661514167e-05,11.0,79.95
Lunar Space Station,2022,City,Modern day,Normal,500.0,1636.0,4.3,79.99,2.0,49.491,5,7.0,2,2.0,0.15997999999999998,0.025003125390673835,14.0,0.6187148393549194,-30.498999999999995,6.073673661514167e-05,2.0,18.0
Lunar Research Base,2022,City,Modern day,Normal,786.0,1910.0,4.3,129.99,2.0,90.0,5,7.0,2,2.0,0.165381679389313,0.015385798907608276,14.0,0.6923609508423725,-39.99000000000001,6.073673661514167e-05,2.0,49.491
Rocket Launch Center,2022,City,Modern day,Normal,1010.0,1059.0,0.0,159.99,6.0,110.0,5,7.0,2,2.0,0.1584059405940594,0.012500781298831176,42.0,0.6875429714357147,-49.99000000000001,0.000182210209845425,2.0,90.0
City Advent Calendar,2022,City,Modern day,Normal,287.0,2707.0,3.9,34.99,12.0,20.68,5,7.0,2,2.0,0.12191637630662022,0.057159188339525574,84.0,0.5910260074306944,-14.310000000000002,0.00036442041969085,6.0,110.0
Wild Animal Rescue Missions,2022,City,Modern day,Normal,246.0,1141.0,3.8,39.99,2.0,29.98,5,7.0,2,2.0,0.1625609756097561,0.05001250312578144,14.0,0.7496874218554639,-10.010000000000002,6.073673661514167e-05,12.0,20.68
Mars Spacecraft Exploration Missions,2022,City,Modern day,Normal,298.0,906.0,3.8,39.99,2.0,25.191,5,7.0,2,2.0,0.13419463087248323,0.05001250312578144,14.0,0.6299324831207801,-14.799000000000003,6.073673661514167e-05,2.0,29.98
LEGO Minifigures - Series 22 {Box of 6 random bags},2022,Collectable Minifigures,Miscellaneous,Random,0.0,115.0,0.0,29.94,1.0,26.1573,7,5.0,4,2.0,0.1181396405280174,0.0668002672010688,5.0,0.8736573146292584,-3.782700000000002,3.0368368307570834e-05,2.0,25.191
Animals Bundle,2022,Creator,Model making,Collection,852.0,163.0,0.0,29.99,1.0,49.95,8,6.0,0,2.0,0.035199530516431925,0.06668889629876626,6.0,1.6655551850616874,19.960000000000004,3.0368368307570834e-05,1.0,26.1573
LEGO City Stuntz Gift Set,2022,City,Modern day,Collection,40.0,467.0,0.0,29.99,6.0,18.99,5,7.0,0,2.0,0.7497499999999999,0.06668889629876626,42.0,0.6332110703567856,-11.0,0.000182210209845425,1.0,49.95
Galactic Adventures Pack,2022,Star Wars,Licensed,Collection,901.0,566.0,0.0,29.99,8.0,60.0,35,4.0,0,2.0,0.033285238623751386,0.06668889629876626,32.0,2.000666888962988,30.01,0.00024294694646056667,6.0,18.99
Monster Jam Collection,2022,Technic,Technical,Collection,949.0,159.0,0.0,29.99,1.0,58.3396,38,9.0,0,2.0,0.03160168598524763,0.06668889629876626,9.0,1.945301767255752,28.3496,3.0368368307570834e-05,8.0,60.0
NINJAGO Gift Set,2022,Ninjago,Action/Adventure,Collection,429.0,151.0,0.0,29.99,1.0,37.0,29,0.0,0,2.0,0.0699067599067599,0.06668889629876626,0.0,1.2337445815271757,7.010000000000002,3.0368368307570834e-05,1.0,58.3396
Kai's Spinjitzu Ninja Training,2022,Ninjago,Action/Adventure,Normal,32.0,889.0,3.7,9.99,4.0,9.35,29,0.0,2,2.0,0.3121875,0.20020020020020018,0.0,0.9359359359359358,-0.6400000000000006,0.00012147347323028334,1.0,37.0
Lloyd's Spinjitzu Ninja Training,2022,Ninjago,Action/Adventure,Normal,32.0,926.0,0.0,9.99,2.0,7.98,29,0.0,2,2.0,0.3121875,0.20020020020020018,0.0,0.7987987987987988,-2.01,6.073673661514167e-05,4.0,9.35
Jay's Spinjitzu Ninja Training,2022,Ninjago,Action/Adventure,Normal,25.0,919.0,4.0,9.99,4.0,8.5,29,0.0,2,2.0,0.3996,0.20020020020020018,0.0,0.8508508508508509,-1.4900000000000002,0.00012147347323028334,2.0,7.98
